1731067770.230885577: PING 192.168.6.12 (192.168.6.12) 56(84) bytes of data.
1731067913.466697102: 64 bytes from 192.168.6.12: icmp_seq=285 ttl=64 time=1.03 ms
1731067913.967933891: 64 bytes from 192.168.6.12: icmp_seq=286 ttl=64 time=1.70 ms
1731067914.467915178: 64 bytes from 192.168.6.12: icmp_seq=287 ttl=64 time=0.868 ms
1731067914.972116650: 64 bytes from 192.168.6.12: icmp_seq=288 ttl=64 time=2.46 ms
1731067915.477333881: 64 bytes from 192.168.6.12: icmp_seq=289 ttl=64 time=6.62 ms
1731067915.973368691: 64 bytes from 192.168.6.12: icmp_seq=290 ttl=64 time=1.09 ms
1731067916.473634195: 64 bytes from 192.168.6.12: icmp_seq=291 ttl=64 time=1.38 ms
1731067916.974685089: 64 bytes from 192.168.6.12: icmp_seq=292 ttl=64 time=1.15 ms
1731067917.475180320: 64 bytes from 192.168.6.12: icmp_seq=293 ttl=64 time=1.09 ms
1731067917.975306287: 64 bytes from 192.168.6.12: icmp_seq=294 ttl=64 time=0.804 ms
1731067918.491049836: 64 bytes from 192.168.6.12: icmp_seq=295 ttl=64 time=1.52 ms
1731067918.991212488: 64 bytes from 192.168.6.12: icmp_seq=296 ttl=64 time=0.814 ms
1731067919.514749807: 64 bytes from 192.168.6.12: icmp_seq=297 ttl=64 time=1.25 ms
1731067920.014783214: 64 bytes from 192.168.6.12: icmp_seq=298 ttl=64 time=0.859 ms
1731067920.539058683: 64 bytes from 192.168.6.12: icmp_seq=299 ttl=64 time=1.10 ms
1731067921.039471692: 64 bytes from 192.168.6.12: icmp_seq=300 ttl=64 time=1.26 ms
1731067921.539252368: 64 bytes from 192.168.6.12: icmp_seq=301 ttl=64 time=1.03 ms
1731067922.039472998: 64 bytes from 192.168.6.12: icmp_seq=302 ttl=64 time=0.801 ms
1731067922.554359162: 64 bytes from 192.168.6.12: icmp_seq=303 ttl=64 time=1.05 ms
1731067923.057030242: 64 bytes from 192.168.6.12: icmp_seq=304 ttl=64 time=3.05 ms
1731067923.556056477: 64 bytes from 192.168.6.12: icmp_seq=305 ttl=64 time=1.17 ms
1731067924.055932520: 64 bytes from 192.168.6.12: icmp_seq=306 ttl=64 time=0.757 ms
1731067924.571040596: 64 bytes from 192.168.6.12: icmp_seq=307 ttl=64 time=1.45 ms
1731067925.071555759: 64 bytes from 192.168.6.12: icmp_seq=308 ttl=64 time=0.826 ms
1731067925.594979817: 64 bytes from 192.168.6.12: icmp_seq=309 ttl=64 time=1.12 ms
1731067926.095212314: 64 bytes from 192.168.6.12: icmp_seq=310 ttl=64 time=0.817 ms
1731067926.620208159: 64 bytes from 192.168.6.12: icmp_seq=311 ttl=64 time=2.12 ms
1731067927.119486997: 64 bytes from 192.168.6.12: icmp_seq=312 ttl=64 time=1.37 ms
1731067927.621079594: 64 bytes from 192.168.6.12: icmp_seq=313 ttl=64 time=1.69 ms
1731067928.122117475: 64 bytes from 192.168.6.12: icmp_seq=314 ttl=64 time=1.35 ms
1731067928.622565337: 64 bytes from 192.168.6.12: icmp_seq=315 ttl=64 time=1.21 ms
1731067929.124075041: 64 bytes from 192.168.6.12: icmp_seq=316 ttl=64 time=1.40 ms
1731067929.624704818: 64 bytes from 192.168.6.12: icmp_seq=317 ttl=64 time=0.797 ms
1731067930.139029243: 64 bytes from 192.168.6.12: icmp_seq=318 ttl=64 time=1.28 ms
1731067930.639671602: 64 bytes from 192.168.6.12: icmp_seq=319 ttl=64 time=1.00 ms
1731067931.146858058: 64 bytes from 192.168.6.12: icmp_seq=320 ttl=64 time=7.68 ms
1731067931.641758108: 64 bytes from 192.168.6.12: icmp_seq=321 ttl=64 time=1.20 ms
1731067932.141649010: 64 bytes from 192.168.6.12: icmp_seq=322 ttl=64 time=0.874 ms
1731067932.666860360: 64 bytes from 192.168.6.12: icmp_seq=323 ttl=64 time=1.31 ms
1731067933.167134515: 64 bytes from 192.168.6.12: icmp_seq=324 ttl=64 time=0.894 ms
1731067933.669140672: 64 bytes from 192.168.6.12: icmp_seq=325 ttl=64 time=1.73 ms
1731067934.170247966: 64 bytes from 192.168.6.12: icmp_seq=326 ttl=64 time=1.09 ms
1731067934.670330591: 64 bytes from 192.168.6.12: icmp_seq=327 ttl=64 time=0.926 ms
1731067935.172122805: 64 bytes from 192.168.6.12: icmp_seq=328 ttl=64 time=2.11 ms
1731067935.671440076: 64 bytes from 192.168.6.12: icmp_seq=329 ttl=64 time=1.10 ms
1731067936.172931779: 64 bytes from 192.168.6.12: icmp_seq=330 ttl=64 time=1.65 ms
1731067936.678950445: 64 bytes from 192.168.6.12: icmp_seq=331 ttl=64 time=5.95 ms
1731067937.174324649: 64 bytes from 192.168.6.12: icmp_seq=332 ttl=64 time=0.779 ms
1731067937.691217183: 64 bytes from 192.168.6.12: icmp_seq=333 ttl=64 time=1.25 ms
1731067938.191706980: 64 bytes from 192.168.6.12: icmp_seq=334 ttl=64 time=0.817 ms
1731067938.714518934: 64 bytes from 192.168.6.12: icmp_seq=335 ttl=64 time=1.02 ms
1731067939.215111768: 64 bytes from 192.168.6.12: icmp_seq=336 ttl=64 time=0.901 ms
1731067939.738951495: 64 bytes from 192.168.6.12: icmp_seq=337 ttl=64 time=1.30 ms
1731067940.239251172: 64 bytes from 192.168.6.12: icmp_seq=338 ttl=64 time=1.05 ms
1731067940.740636553: 64 bytes from 192.168.6.12: icmp_seq=339 ttl=64 time=0.962 ms
1731067941.241216473: 64 bytes from 192.168.6.12: icmp_seq=340 ttl=64 time=0.799 ms
1731067941.754357754: 64 bytes from 192.168.6.12: icmp_seq=341 ttl=64 time=1.08 ms
1731067942.255283542: 64 bytes from 192.168.6.12: icmp_seq=342 ttl=64 time=0.993 ms
1731067942.755235933: 64 bytes from 192.168.6.12: icmp_seq=343 ttl=64 time=0.888 ms
1731067943.255013329: 64 bytes from 192.168.6.12: icmp_seq=344 ttl=64 time=0.713 ms
1731067943.772099037: 64 bytes from 192.168.6.12: icmp_seq=345 ttl=64 time=2.70 ms
1731067944.272075765: 64 bytes from 192.168.6.12: icmp_seq=346 ttl=64 time=1.67 ms
1731067944.774151662: 64 bytes from 192.168.6.12: icmp_seq=347 ttl=64 time=2.86 ms
1731067945.278453785: 64 bytes from 192.168.6.12: icmp_seq=348 ttl=64 time=5.49 ms
1731067945.775718904: 64 bytes from 192.168.6.12: icmp_seq=349 ttl=64 time=1.83 ms
1731067946.277159504: 64 bytes from 192.168.6.12: icmp_seq=350 ttl=64 time=2.47 ms
1731067946.777479538: 64 bytes from 192.168.6.12: icmp_seq=351 ttl=64 time=1.72 ms
1731067947.277696663: 64 bytes from 192.168.6.12: icmp_seq=352 ttl=64 time=0.945 ms
1731067947.778941102: 64 bytes from 192.168.6.12: icmp_seq=353 ttl=64 time=1.62 ms
1731067948.280041234: 64 bytes from 192.168.6.12: icmp_seq=354 ttl=64 time=0.859 ms
1731067948.794609582: 64 bytes from 192.168.6.12: icmp_seq=355 ttl=64 time=1.28 ms
1731067949.296776110: 64 bytes from 192.168.6.12: icmp_seq=356 ttl=64 time=2.73 ms
1731067949.798571079: 64 bytes from 192.168.6.12: icmp_seq=357 ttl=64 time=3.81 ms
1731067950.299735494: 64 bytes from 192.168.6.12: icmp_seq=358 ttl=64 time=3.62 ms
1731067950.798038662: 64 bytes from 192.168.6.12: icmp_seq=359 ttl=64 time=1.04 ms
1731067951.299763036: 64 bytes from 192.168.6.12: icmp_seq=360 ttl=64 time=1.25 ms
1731067951.799874996: 64 bytes from 192.168.6.12: icmp_seq=361 ttl=64 time=0.746 ms
1731067952.314807929: 64 bytes from 192.168.6.12: icmp_seq=362 ttl=64 time=1.12 ms
1731067952.814609936: 64 bytes from 192.168.6.12: icmp_seq=363 ttl=64 time=0.976 ms
1731067953.314811558: 64 bytes from 192.168.6.12: icmp_seq=364 ttl=64 time=0.812 ms
1731067953.818505511: 64 bytes from 192.168.6.12: icmp_seq=365 ttl=64 time=1.31 ms
1731067954.320050128: 64 bytes from 192.168.6.12: icmp_seq=366 ttl=64 time=1.28 ms
1731067954.821003590: 64 bytes from 192.168.6.12: icmp_seq=367 ttl=64 time=1.52 ms
1731067955.321862816: 64 bytes from 192.168.6.12: icmp_seq=368 ttl=64 time=1.07 ms
1731067955.824441002: 64 bytes from 192.168.6.12: icmp_seq=369 ttl=64 time=3.24 ms
1731067956.323721769: 64 bytes from 192.168.6.12: icmp_seq=370 ttl=64 time=1.25 ms
1731067956.823512610: 64 bytes from 192.168.6.12: icmp_seq=371 ttl=64 time=0.862 ms
1731067957.339501096: 64 bytes from 192.168.6.12: icmp_seq=372 ttl=64 time=1.49 ms
1731067957.840228490: 64 bytes from 192.168.6.12: icmp_seq=373 ttl=64 time=1.08 ms
1731067958.341108945: 64 bytes from 192.168.6.12: icmp_seq=374 ttl=64 time=1.50 ms
1731067958.842687822: 64 bytes from 192.168.6.12: icmp_seq=375 ttl=64 time=1.57 ms
1731067959.342854360: 64 bytes from 192.168.6.12: icmp_seq=376 ttl=64 time=1.35 ms
1731067959.844161285: 64 bytes from 192.168.6.12: icmp_seq=377 ttl=64 time=1.42 ms
1731067960.345348545: 64 bytes from 192.168.6.12: icmp_seq=378 ttl=64 time=1.32 ms
1731067960.845961584: 64 bytes from 192.168.6.12: icmp_seq=379 ttl=64 time=0.783 ms
1731067961.370726896: 64 bytes from 192.168.6.12: icmp_seq=380 ttl=64 time=1.55 ms
1731067961.871768501: 64 bytes from 192.168.6.12: icmp_seq=381 ttl=64 time=0.863 ms
1731067962.394567089: 64 bytes from 192.168.6.12: icmp_seq=382 ttl=64 time=1.08 ms
1731067962.894973850: 64 bytes from 192.168.6.12: icmp_seq=383 ttl=64 time=0.927 ms
1731067963.403084581: 64 bytes from 192.168.6.12: icmp_seq=384 ttl=64 time=7.99 ms
1731067963.895443842: 64 bytes from 192.168.6.12: icmp_seq=385 ttl=64 time=0.786 ms
1731067964.410863316: 64 bytes from 192.168.6.12: icmp_seq=386 ttl=64 time=1.57 ms
1731067964.911384147: 64 bytes from 192.168.6.12: icmp_seq=387 ttl=64 time=0.823 ms
1731067965.434946403: 64 bytes from 192.168.6.12: icmp_seq=388 ttl=64 time=1.27 ms
1731067965.935278756: 64 bytes from 192.168.6.12: icmp_seq=389 ttl=64 time=0.775 ms
1731067966.459060569: 64 bytes from 192.168.6.12: icmp_seq=390 ttl=64 time=1.10 ms
1731067966.959641209: 64 bytes from 192.168.6.12: icmp_seq=391 ttl=64 time=1.11 ms
1731067967.461207047: 64 bytes from 192.168.6.12: icmp_seq=392 ttl=64 time=1.32 ms
1731067967.961320083: 64 bytes from 192.168.6.12: icmp_seq=393 ttl=64 time=0.925 ms
1731067968.461522742: 64 bytes from 192.168.6.12: icmp_seq=394 ttl=64 time=0.865 ms
1731067968.962901642: 64 bytes from 192.168.6.12: icmp_seq=395 ttl=64 time=1.13 ms
1731067969.462941304: 64 bytes from 192.168.6.12: icmp_seq=396 ttl=64 time=0.838 ms
1731067969.978936538: 64 bytes from 192.168.6.12: icmp_seq=397 ttl=64 time=1.21 ms
1731067970.478907192: 64 bytes from 192.168.6.12: icmp_seq=398 ttl=64 time=0.795 ms
1731067971.003119228: 64 bytes from 192.168.6.12: icmp_seq=399 ttl=64 time=1.28 ms
1731067971.501988571: 64 bytes from 192.168.6.12: icmp_seq=400 ttl=64 time=0.841 ms
1731067972.026818098: 64 bytes from 192.168.6.12: icmp_seq=401 ttl=64 time=1.39 ms
1731067972.527029086: 64 bytes from 192.168.6.12: icmp_seq=402 ttl=64 time=0.719 ms
1731067973.051660039: 64 bytes from 192.168.6.12: icmp_seq=403 ttl=64 time=1.51 ms
1731067973.551577289: 64 bytes from 192.168.6.12: icmp_seq=404 ttl=64 time=0.796 ms
1731067974.074815380: 64 bytes from 192.168.6.12: icmp_seq=405 ttl=64 time=1.71 ms
1731067974.575554463: 64 bytes from 192.168.6.12: icmp_seq=406 ttl=64 time=0.948 ms
1731067975.078128683: 64 bytes from 192.168.6.12: icmp_seq=407 ttl=64 time=2.60 ms
1731067975.577188992: 64 bytes from 192.168.6.12: icmp_seq=408 ttl=64 time=1.29 ms
1731067976.078528425: 64 bytes from 192.168.6.12: icmp_seq=409 ttl=64 time=0.828 ms
1731067976.603183551: 64 bytes from 192.168.6.12: icmp_seq=410 ttl=64 time=1.30 ms
1731067977.103562667: 64 bytes from 192.168.6.12: icmp_seq=411 ttl=64 time=0.813 ms
1731067977.626895296: 64 bytes from 192.168.6.12: icmp_seq=412 ttl=64 time=1.31 ms
1731067978.127753191: 64 bytes from 192.168.6.12: icmp_seq=413 ttl=64 time=0.771 ms
1731067978.651515666: 64 bytes from 192.168.6.12: icmp_seq=414 ttl=64 time=1.25 ms
1731067979.150570906: 64 bytes from 192.168.6.12: icmp_seq=415 ttl=64 time=0.810 ms
1731067979.675517144: 64 bytes from 192.168.6.12: icmp_seq=416 ttl=64 time=1.04 ms
1731067980.175001884: 64 bytes from 192.168.6.12: icmp_seq=417 ttl=64 time=1.25 ms
1731067980.678503231: 64 bytes from 192.168.6.12: icmp_seq=418 ttl=64 time=2.57 ms
1731067981.176871075: 64 bytes from 192.168.6.12: icmp_seq=419 ttl=64 time=1.53 ms
1731067981.677211870: 64 bytes from 192.168.6.12: icmp_seq=420 ttl=64 time=0.857 ms
1731067982.203456921: 64 bytes from 192.168.6.12: icmp_seq=421 ttl=64 time=1.30 ms
1731067982.703756663: 64 bytes from 192.168.6.12: icmp_seq=422 ttl=64 time=0.855 ms
1731067983.204654095: 64 bytes from 192.168.6.12: icmp_seq=423 ttl=64 time=1.19 ms
1731067983.705148559: 64 bytes from 192.168.6.12: icmp_seq=424 ttl=64 time=0.971 ms
1731067984.205908883: 64 bytes from 192.168.6.12: icmp_seq=425 ttl=64 time=0.985 ms
1731067984.707080158: 64 bytes from 192.168.6.12: icmp_seq=426 ttl=64 time=1.23 ms
1731067985.213503973: 64 bytes from 192.168.6.12: icmp_seq=427 ttl=64 time=7.10 ms
1731067985.707877660: 64 bytes from 192.168.6.12: icmp_seq=428 ttl=64 time=0.867 ms
1731067986.237388950: 64 bytes from 192.168.6.12: icmp_seq=429 ttl=64 time=3.86 ms
1731067986.735971802: 64 bytes from 192.168.6.12: icmp_seq=430 ttl=64 time=0.877 ms
1731067987.261300582: 64 bytes from 192.168.6.12: icmp_seq=431 ttl=64 time=3.69 ms
1731067987.759876212: 64 bytes from 192.168.6.12: icmp_seq=432 ttl=64 time=0.926 ms
1731067988.260106089: 64 bytes from 192.168.6.12: icmp_seq=433 ttl=64 time=1.23 ms
1731067988.760801271: 64 bytes from 192.168.6.12: icmp_seq=434 ttl=64 time=1.09 ms
1731067989.261258475: 64 bytes from 192.168.6.12: icmp_seq=435 ttl=64 time=0.795 ms
1731067989.786374152: 64 bytes from 192.168.6.12: icmp_seq=436 ttl=64 time=1.19 ms
1731067990.286962247: 64 bytes from 192.168.6.12: icmp_seq=437 ttl=64 time=0.895 ms
1731067990.810720860: 64 bytes from 192.168.6.12: icmp_seq=438 ttl=64 time=1.36 ms
1731067991.310550482: 64 bytes from 192.168.6.12: icmp_seq=439 ttl=64 time=0.827 ms
1731067991.835659768: 64 bytes from 192.168.6.12: icmp_seq=440 ttl=64 time=1.70 ms
1731067992.337089795: 64 bytes from 192.168.6.12: icmp_seq=441 ttl=64 time=1.02 ms
1731067992.837382089: 64 bytes from 192.168.6.12: icmp_seq=442 ttl=64 time=0.811 ms
1731067993.338875046: 64 bytes from 192.168.6.12: icmp_seq=443 ttl=64 time=1.42 ms
1731067993.839209845: 64 bytes from 192.168.6.12: icmp_seq=444 ttl=64 time=0.956 ms
1731067994.341168491: 64 bytes from 192.168.6.12: icmp_seq=445 ttl=64 time=1.69 ms
1731067994.841531681: 64 bytes from 192.168.6.12: icmp_seq=446 ttl=64 time=1.47 ms
1731067995.341470030: 64 bytes from 192.168.6.12: icmp_seq=447 ttl=64 time=0.821 ms
1731067995.867254810: 64 bytes from 192.168.6.12: icmp_seq=448 ttl=64 time=1.29 ms
1731067996.373163279: 64 bytes from 192.168.6.12: icmp_seq=449 ttl=64 time=6.20 ms
1731067996.869029391: 64 bytes from 192.168.6.12: icmp_seq=450 ttl=64 time=1.31 ms
1731067997.370167776: 64 bytes from 192.168.6.12: icmp_seq=451 ttl=64 time=0.861 ms
1731067997.883510793: 64 bytes from 192.168.6.12: icmp_seq=452 ttl=64 time=1.31 ms
1731067998.384113834: 64 bytes from 192.168.6.12: icmp_seq=453 ttl=64 time=0.724 ms
1731067998.907531438: 64 bytes from 192.168.6.12: icmp_seq=454 ttl=64 time=1.59 ms
1731067999.408386580: 64 bytes from 192.168.6.12: icmp_seq=455 ttl=64 time=0.946 ms
1731067999.907838690: 64 bytes from 192.168.6.12: icmp_seq=456 ttl=64 time=0.772 ms
1731068000.411908282: 64 bytes from 192.168.6.12: icmp_seq=457 ttl=64 time=1.60 ms
1731068000.912436444: 64 bytes from 192.168.6.12: icmp_seq=458 ttl=64 time=0.899 ms
1731068001.416981783: 64 bytes from 192.168.6.12: icmp_seq=459 ttl=64 time=3.87 ms
1731068001.913656725: 64 bytes from 192.168.6.12: icmp_seq=460 ttl=64 time=1.17 ms
1731068002.416792608: 64 bytes from 192.168.6.12: icmp_seq=461 ttl=64 time=3.84 ms
1731068002.915946276: 64 bytes from 192.168.6.12: icmp_seq=462 ttl=64 time=1.15 ms
1731068003.416411145: 64 bytes from 192.168.6.12: icmp_seq=463 ttl=64 time=0.830 ms
1731068003.931878917: 64 bytes from 192.168.6.12: icmp_seq=464 ttl=64 time=1.51 ms
1731068004.431192044: 64 bytes from 192.168.6.12: icmp_seq=465 ttl=64 time=0.844 ms
1731068004.932300984: 64 bytes from 192.168.6.12: icmp_seq=466 ttl=64 time=1.20 ms
1731068005.433149587: 64 bytes from 192.168.6.12: icmp_seq=467 ttl=64 time=1.26 ms
1731068005.933919241: 64 bytes from 192.168.6.12: icmp_seq=468 ttl=64 time=0.839 ms
1731068006.458596085: 64 bytes from 192.168.6.12: icmp_seq=469 ttl=64 time=1.11 ms
1731068006.958504069: 64 bytes from 192.168.6.12: icmp_seq=470 ttl=64 time=0.826 ms
1731068007.482071962: 64 bytes from 192.168.6.12: icmp_seq=471 ttl=64 time=1.07 ms
1731068007.983225763: 64 bytes from 192.168.6.12: icmp_seq=472 ttl=64 time=0.852 ms
1731068008.506962079: 64 bytes from 192.168.6.12: icmp_seq=473 ttl=64 time=1.27 ms
1731068009.007462093: 64 bytes from 192.168.6.12: icmp_seq=474 ttl=64 time=0.791 ms
1731068009.532223357: 64 bytes from 192.168.6.12: icmp_seq=475 ttl=64 time=1.57 ms
1731068010.032305713: 64 bytes from 192.168.6.12: icmp_seq=476 ttl=64 time=0.796 ms
1731068010.554571995: 64 bytes from 192.168.6.12: icmp_seq=477 ttl=64 time=0.983 ms
1731068011.054723664: 64 bytes from 192.168.6.12: icmp_seq=478 ttl=64 time=0.860 ms
1731068011.579401052: 64 bytes from 192.168.6.12: icmp_seq=479 ttl=64 time=1.70 ms
1731068012.080635996: 64 bytes from 192.168.6.12: icmp_seq=480 ttl=64 time=1.13 ms
1731068012.581751653: 64 bytes from 192.168.6.12: icmp_seq=481 ttl=64 time=1.41 ms
1731068013.081375846: 64 bytes from 192.168.6.12: icmp_seq=482 ttl=64 time=1.08 ms
1731068013.582696013: 64 bytes from 192.168.6.12: icmp_seq=483 ttl=64 time=0.829 ms
1731068014.107496185: 64 bytes from 192.168.6.12: icmp_seq=484 ttl=64 time=1.31 ms
1731068014.606671936: 64 bytes from 192.168.6.12: icmp_seq=485 ttl=64 time=0.811 ms
1731068015.131107148: 64 bytes from 192.168.6.12: icmp_seq=486 ttl=64 time=2.14 ms
1731068015.630212403: 64 bytes from 192.168.6.12: icmp_seq=487 ttl=64 time=0.790 ms
1731068016.155119732: 64 bytes from 192.168.6.12: icmp_seq=488 ttl=64 time=1.70 ms
1731068016.655972491: 64 bytes from 192.168.6.12: icmp_seq=489 ttl=64 time=0.975 ms
1731068017.163593929: 64 bytes from 192.168.6.12: icmp_seq=490 ttl=64 time=8.01 ms
1731068017.656955526: 64 bytes from 192.168.6.12: icmp_seq=491 ttl=64 time=1.03 ms
1731068018.157058467: 64 bytes from 192.168.6.12: icmp_seq=492 ttl=64 time=0.716 ms
1731068018.683433740: 64 bytes from 192.168.6.12: icmp_seq=493 ttl=64 time=1.25 ms
1731068019.183637736: 64 bytes from 192.168.6.12: icmp_seq=494 ttl=64 time=0.879 ms
1731068019.707077889: 64 bytes from 192.168.6.12: icmp_seq=495 ttl=64 time=1.34 ms
1731068020.207384240: 64 bytes from 192.168.6.12: icmp_seq=496 ttl=64 time=0.735 ms
1731068020.733515576: 64 bytes from 192.168.6.12: icmp_seq=497 ttl=64 time=3.46 ms
1731068021.234718739: 64 bytes from 192.168.6.12: icmp_seq=498 ttl=64 time=3.51 ms
1731068021.735692323: 64 bytes from 192.168.6.12: icmp_seq=499 ttl=64 time=3.88 ms
1731068022.237948545: 64 bytes from 192.168.6.12: icmp_seq=500 ttl=64 time=3.82 ms
1731068022.735368528: 64 bytes from 192.168.6.12: icmp_seq=501 ttl=64 time=1.37 ms
1731068023.238179720: 64 bytes from 192.168.6.12: icmp_seq=502 ttl=64 time=2.95 ms
1731068023.736985869: 64 bytes from 192.168.6.12: icmp_seq=503 ttl=64 time=1.81 ms
1731068024.239916219: 64 bytes from 192.168.6.12: icmp_seq=504 ttl=64 time=3.13 ms
1731068024.742533258: 64 bytes from 192.168.6.12: icmp_seq=505 ttl=64 time=4.79 ms
1731068025.241744232: 64 bytes from 192.168.6.12: icmp_seq=506 ttl=64 time=3.12 ms
1731068025.741859498: 64 bytes from 192.168.6.12: icmp_seq=507 ttl=64 time=2.27 ms
1731068026.241749495: 64 bytes from 192.168.6.12: icmp_seq=508 ttl=64 time=1.17 ms
1731068026.742492559: 64 bytes from 192.168.6.12: icmp_seq=509 ttl=64 time=0.866 ms
1731068027.259153477: 64 bytes from 192.168.6.12: icmp_seq=510 ttl=64 time=1.71 ms
1731068027.760158266: 64 bytes from 192.168.6.12: icmp_seq=511 ttl=64 time=1.35 ms
1731068028.262928179: 64 bytes from 192.168.6.12: icmp_seq=512 ttl=64 time=1.60 ms
1731068028.763477475: 64 bytes from 192.168.6.12: icmp_seq=513 ttl=64 time=1.14 ms
1731068029.266759419: 64 bytes from 192.168.6.12: icmp_seq=514 ttl=64 time=3.45 ms
1731068029.765775778: 64 bytes from 192.168.6.12: icmp_seq=515 ttl=64 time=1.29 ms
1731068030.270516062: 64 bytes from 192.168.6.12: icmp_seq=516 ttl=64 time=4.54 ms
1731068030.768301811: 64 bytes from 192.168.6.12: icmp_seq=517 ttl=64 time=1.24 ms
1731068031.268191690: 64 bytes from 192.168.6.12: icmp_seq=518 ttl=64 time=1.11 ms
1731068031.769285439: 64 bytes from 192.168.6.12: icmp_seq=519 ttl=64 time=0.899 ms
1731068032.269803040: 64 bytes from 192.168.6.12: icmp_seq=520 ttl=64 time=0.950 ms
1731068032.770040835: 64 bytes from 192.168.6.12: icmp_seq=521 ttl=64 time=1.12 ms
1731068033.270074874: 64 bytes from 192.168.6.12: icmp_seq=522 ttl=64 time=0.831 ms
1731068033.786690628: 64 bytes from 192.168.6.12: icmp_seq=523 ttl=64 time=1.32 ms
1731068034.288337322: 64 bytes from 192.168.6.12: icmp_seq=524 ttl=64 time=0.687 ms
1731068034.811364784: 64 bytes from 192.168.6.12: icmp_seq=525 ttl=64 time=1.62 ms
1731068035.311073314: 64 bytes from 192.168.6.12: icmp_seq=526 ttl=64 time=0.897 ms
1731068035.811991232: 64 bytes from 192.168.6.12: icmp_seq=527 ttl=64 time=1.36 ms
1731068036.313430422: 64 bytes from 192.168.6.12: icmp_seq=528 ttl=64 time=1.45 ms
1731068036.812889653: 64 bytes from 192.168.6.12: icmp_seq=529 ttl=64 time=0.859 ms
1731068037.339556107: 64 bytes from 192.168.6.12: icmp_seq=530 ttl=64 time=2.43 ms
1731068037.844530272: 64 bytes from 192.168.6.12: icmp_seq=531 ttl=64 time=6.19 ms
1731068038.340098085: 64 bytes from 192.168.6.12: icmp_seq=532 ttl=64 time=1.37 ms
1731068038.840914464: 64 bytes from 192.168.6.12: icmp_seq=533 ttl=64 time=0.900 ms
1731068039.354845144: 64 bytes from 192.168.6.12: icmp_seq=534 ttl=64 time=1.67 ms
1731068039.855881553: 64 bytes from 192.168.6.12: icmp_seq=535 ttl=64 time=0.883 ms
1731068040.378847446: 64 bytes from 192.168.6.12: icmp_seq=536 ttl=64 time=1.08 ms
1731068040.879776660: 64 bytes from 192.168.6.12: icmp_seq=537 ttl=64 time=1.18 ms
1731068041.380730882: 64 bytes from 192.168.6.12: icmp_seq=538 ttl=64 time=1.22 ms
1731068041.880463124: 64 bytes from 192.168.6.12: icmp_seq=539 ttl=64 time=1.02 ms
1731068042.381395394: 64 bytes from 192.168.6.12: icmp_seq=540 ttl=64 time=1.02 ms
1731068042.881265109: 64 bytes from 192.168.6.12: icmp_seq=541 ttl=64 time=0.947 ms
